OpenROAD autotuner-v1-2861-g832b18e7 
This program is licensed under the BSD-3 license. See the LICENSE file for details.
Components of this program may be licensed under more restrictive licenses which must be honored.
[WARNING STA-0320] current_design for other than top cell not supported.
[INFO PDN-0001] Inserting grid: grid
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/Gen_dccm_enable_dccm/mem_bank_0__dccm_bank/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/Gen_dccm_enable_dccm/mem_bank_1__dccm_bank/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/Gen_dccm_enable_dccm/mem_bank_2__dccm_bank/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/Gen_dccm_enable_dccm/mem_bank_3__dccm_bank/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/Gen_dccm_enable_dccm/mem_bank_4__dccm_bank/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/Gen_dccm_enable_dccm/mem_bank_5__dccm_bank/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/Gen_dccm_enable_dccm/mem_bank_6__dccm_bank/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/Gen_dccm_enable_dccm/mem_bank_7__dccm_bank/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_data_inst/WAYS_0__SUBBANKS_0__ic_bank_sb_way_data.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_data_inst/WAYS_0__SUBBANKS_1__ic_bank_sb_way_data.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_data_inst/WAYS_0__SUBBANKS_2__ic_bank_sb_way_data.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_data_inst/WAYS_0__SUBBANKS_3__ic_bank_sb_way_data.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_data_inst/WAYS_1__SUBBANKS_0__ic_bank_sb_way_data.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_data_inst/WAYS_1__SUBBANKS_1__ic_bank_sb_way_data.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_data_inst/WAYS_1__SUBBANKS_2__ic_bank_sb_way_data.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_data_inst/WAYS_1__SUBBANKS_3__ic_bank_sb_way_data.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_data_inst/WAYS_2__SUBBANKS_0__ic_bank_sb_way_data.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_data_inst/WAYS_2__SUBBANKS_1__ic_bank_sb_way_data.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_data_inst/WAYS_2__SUBBANKS_2__ic_bank_sb_way_data.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_data_inst/WAYS_2__SUBBANKS_3__ic_bank_sb_way_data.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_data_inst/WAYS_3__SUBBANKS_0__ic_bank_sb_way_data.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_data_inst/WAYS_3__SUBBANKS_1__ic_bank_sb_way_data.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_data_inst/WAYS_3__SUBBANKS_2__ic_bank_sb_way_data.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_data_inst/WAYS_3__SUBBANKS_3__ic_bank_sb_way_data.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_tag_inst.WAYS_0__ICACHE_SZ_16_ic_way_tag.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_tag_inst.WAYS_1__ICACHE_SZ_16_ic_way_tag.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_tag_inst.WAYS_2__ICACHE_SZ_16_ic_way_tag.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_tag_inst.WAYS_3__ICACHE_SZ_16_ic_way_tag.mem
[WARNING PDN-0110] No via inserted between metal4 and metal7 at (13.8550, 417.5000) - (14.3350, 418.6850) on VDD
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (42.3300, 835.9050) - (42.6100, 836.2700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (45.6900, 835.9050) - (45.9700, 836.2700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (49.0500, 835.9050) - (49.3300, 836.2700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (52.4100, 835.9050) - (52.6900, 836.2700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (55.7700, 835.9050) - (56.0500, 836.2700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (59.1300, 835.9050) - (59.4100, 836.2700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (62.4900, 835.9050) - (62.7700, 836.2700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (65.8500, 835.9050) - (66.1300, 836.2700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (69.2100, 835.9050) - (69.4900, 836.2700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (72.5700, 835.9050) - (72.8500, 836.2700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (75.9300, 835.9050) - (76.2100, 836.2700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (79.2900, 835.9050) - (79.5700, 836.2700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (82.6500, 835.9050) - (82.9300, 836.2700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (86.0100, 835.9050) - (86.2900, 836.2700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (89.3700, 835.9050) - (89.6500, 836.2700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (92.7300, 835.9050) - (93.0100, 836.2700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (96.0900, 835.9050) - (96.3700, 836.2700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (99.4500, 835.9050) - (99.7300, 836.2700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (102.8100, 835.9050) - (103.0900, 836.2700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (106.1700, 835.9050) - (106.4500, 836.2700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (109.5300, 835.9050) - (109.8100, 836.2700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (112.8900, 835.9050) - (113.1700, 836.2700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (116.2500, 835.9050) - (116.5300, 836.2700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (140.5900, 437.3250) - (140.8700, 437.6900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (143.9500, 437.3250) - (144.2300, 437.6900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (147.3100, 437.3250) - (147.5900, 437.6900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (150.6700, 437.3250) - (150.9500, 437.6900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (154.0300, 437.3250) - (154.3100, 437.6900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (157.3900, 437.3250) - (157.6700, 437.6900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (160.7500, 437.3250) - (161.0300, 437.6900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (164.1100, 437.3250) - (164.3900, 437.6900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (167.4700, 437.3250) - (167.7500, 437.6900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (170.8300, 437.3250) - (171.1100, 437.6900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (174.1900, 437.3250) - (174.4700, 437.6900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (177.5500, 437.3250) - (177.8300, 437.6900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (180.9100, 437.3250) - (181.1900, 437.6900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (184.2700, 437.3250) - (184.5500, 437.6900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (187.6300, 437.3250) - (187.9100, 437.6900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (190.9900, 437.3250) - (191.2700, 437.6900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (194.3500, 437.3250) - (194.6300, 437.6900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (197.7100, 437.3250) - (197.9900, 437.6900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (201.0700, 437.3250) - (201.3500, 437.6900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (204.4300, 437.3250) - (204.7100, 437.6900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (207.7900, 437.3250) - (208.0700, 437.6900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (211.1500, 437.3250) - (211.4300, 437.6900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (214.5100, 437.3250) - (214.7900, 437.6900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (217.8700, 437.3250) - (218.1500, 437.6900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (221.2300, 437.3250) - (221.5100, 437.6900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (224.5900, 437.3250) - (224.8700, 437.6900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (227.9500, 437.3250) - (228.2300, 437.6900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (231.3100, 437.3250) - (231.5900, 437.6900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (234.6700, 437.3250) - (234.9500, 437.6900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (140.5900, 664.4050) - (140.8700, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (143.9500, 664.4050) - (144.2300, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (147.3100, 664.4050) - (147.5900, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (150.6700, 664.4050) - (150.9500, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (154.0300, 664.4050) - (154.3100, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (157.3900, 664.4050) - (157.6700, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (160.7500, 664.4050) - (161.0300, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (164.1100, 664.4050) - (164.3900, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (167.4700, 664.4050) - (167.7500, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (170.8300, 664.4050) - (171.1100, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (174.1900, 664.4050) - (174.4700, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (177.5500, 664.4050) - (177.8300, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (180.9100, 664.4050) - (181.1900, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (184.2700, 664.4050) - (184.5500, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (187.6300, 664.4050) - (187.9100, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (190.9900, 664.4050) - (191.2700, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (194.3500, 664.4050) - (194.6300, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (197.7100, 664.4050) - (197.9900, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (201.0700, 664.4050) - (201.3500, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (204.4300, 664.4050) - (204.7100, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (207.7900, 664.4050) - (208.0700, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (211.1500, 664.4050) - (211.4300, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (214.5100, 664.4050) - (214.7900, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (217.8700, 664.4050) - (218.1500, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (221.2300, 664.4050) - (221.5100, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (224.5900, 664.4050) - (224.8700, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (227.9500, 664.4050) - (228.2300, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (231.3100, 664.4050) - (231.5900, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (234.6700, 664.4050) - (234.9500, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (140.5900, 578.5850) - (140.8700, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (143.9500, 578.5850) - (144.2300, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (147.3100, 578.5850) - (147.5900, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (150.6700, 578.5850) - (150.9500, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (154.0300, 578.5850) - (154.3100, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (157.3900, 578.5850) - (157.6700, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (160.7500, 578.5850) - (161.0300, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (164.1100, 578.5850) - (164.3900, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (167.4700, 578.5850) - (167.7500, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (170.8300, 578.5850) - (171.1100, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (174.1900, 578.5850) - (174.4700, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (177.5500, 578.5850) - (177.8300, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (180.9100, 578.5850) - (181.1900, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (184.2700, 578.5850) - (184.5500, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (187.6300, 578.5850) - (187.9100, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (190.9900, 578.5850) - (191.2700, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (194.3500, 578.5850) - (194.6300, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (197.7100, 578.5850) - (197.9900, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (201.0700, 578.5850) - (201.3500, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (204.4300, 578.5850) - (204.7100, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (207.7900, 578.5850) - (208.0700, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (211.1500, 578.5850) - (211.4300, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (214.5100, 578.5850) - (214.7900, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (217.8700, 578.5850) - (218.1500, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (221.2300, 578.5850) - (221.5100, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (224.5900, 578.5850) - (224.8700, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (227.9500, 578.5850) - (228.2300, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (231.3100, 578.5850) - (231.5900, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (234.6700, 578.5850) - (234.9500, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (22.1700, 664.4050) - (22.4500, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (25.5300, 664.4050) - (25.8100, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (28.8900, 664.4050) - (29.1700, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (32.2500, 664.4050) - (32.5300, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (35.6100, 664.4050) - (35.8900, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (38.9700, 664.4050) - (39.2500, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (42.3300, 664.4050) - (42.6100, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (45.6900, 664.4050) - (45.9700, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (49.0500, 664.4050) - (49.3300, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (52.4100, 664.4050) - (52.6900, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (55.7700, 664.4050) - (56.0500, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (59.1300, 664.4050) - (59.4100, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (62.4900, 664.4050) - (62.7700, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (65.8500, 664.4050) - (66.1300, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (69.2100, 664.4050) - (69.4900, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (72.5700, 664.4050) - (72.8500, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (75.9300, 664.4050) - (76.2100, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (79.2900, 664.4050) - (79.5700, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (82.6500, 664.4050) - (82.9300, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (86.0100, 664.4050) - (86.2900, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (89.3700, 664.4050) - (89.6500, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (92.7300, 664.4050) - (93.0100, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (96.0900, 664.4050) - (96.3700, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (99.4500, 664.4050) - (99.7300, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (102.8100, 664.4050) - (103.0900, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (106.1700, 664.4050) - (106.4500, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (109.5300, 664.4050) - (109.8100, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (112.8900, 664.4050) - (113.1700, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (116.2500, 664.4050) - (116.5300, 664.7700) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (22.1700, 578.5850) - (22.4500, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (25.5300, 578.5850) - (25.8100, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (28.8900, 578.5850) - (29.1700, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (32.2500, 578.5850) - (32.5300, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (35.6100, 578.5850) - (35.8900, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (38.9700, 578.5850) - (39.2500, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (42.3300, 578.5850) - (42.6100, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (45.6900, 578.5850) - (45.9700, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (49.0500, 578.5850) - (49.3300, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (52.4100, 578.5850) - (52.6900, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (55.7700, 578.5850) - (56.0500, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (59.1300, 578.5850) - (59.4100, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (62.4900, 578.5850) - (62.7700, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (65.8500, 578.5850) - (66.1300, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (69.2100, 578.5850) - (69.4900, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (72.5700, 578.5850) - (72.8500, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (75.9300, 578.5850) - (76.2100, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (79.2900, 578.5850) - (79.5700, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (82.6500, 578.5850) - (82.9300, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (86.0100, 578.5850) - (86.2900, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (89.3700, 578.5850) - (89.6500, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (92.7300, 578.5850) - (93.0100, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (96.0900, 578.5850) - (96.3700, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (99.4500, 578.5850) - (99.7300, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (102.8100, 578.5850) - (103.0900, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (106.1700, 578.5850) - (106.4500, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (109.5300, 578.5850) - (109.8100, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (112.8900, 578.5850) - (113.1700, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (116.2500, 578.5850) - (116.5300, 578.9500) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (140.5900, 179.7950) - (140.8700, 180.1600) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (143.9500, 179.7950) - (144.2300, 180.1600) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (147.3100, 179.7950) - (147.5900, 180.1600) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (150.6700, 179.7950) - (150.9500, 180.1600) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (154.0300, 179.7950) - (154.3100, 180.1600) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (157.3900, 179.7950) - (157.6700, 180.1600) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (160.7500, 179.7950) - (161.0300, 180.1600) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (164.1100, 179.7950) - (164.3900, 180.1600) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (167.4700, 179.7950) - (167.7500, 180.1600) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (170.8300, 179.7950) - (171.1100, 180.1600) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (174.1900, 179.7950) - (174.4700, 180.1600) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (177.5500, 179.7950) - (177.8300, 180.1600) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (180.9100, 179.7950) - (181.1900, 180.1600) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (184.2700, 179.7950) - (184.5500, 180.1600) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (187.6300, 179.7950) - (187.9100, 180.1600) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (190.9900, 179.7950) - (191.2700, 180.1600) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (194.3500, 179.7950) - (194.6300, 180.1600) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (197.7100, 179.7950) - (197.9900, 180.1600) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (201.0700, 179.7950) - (201.3500, 180.1600) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (204.4300, 179.7950) - (204.7100, 180.1600) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (207.7900, 179.7950) - (208.0700, 180.1600) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (211.1500, 179.7950) - (211.4300, 180.1600) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (214.5100, 179.7950) - (214.7900, 180.1600) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (217.8700, 179.7950) - (218.1500, 180.1600) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (221.2300, 179.7950) - (221.5100, 180.1600) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (224.5900, 179.7950) - (224.8700, 180.1600) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (227.9500, 179.7950) - (228.2300, 180.1600) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (231.3100, 179.7950) - (231.5900, 180.1600) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (234.6700, 179.7950) - (234.9500, 180.1600) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (22.1700, 265.6150) - (22.4500, 265.9800) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (25.5300, 265.6150) - (25.8100, 265.9800) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (28.8900, 265.6150) - (29.1700, 265.9800) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (32.2500, 265.6150) - (32.5300, 265.9800) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (35.6100, 265.6150) - (35.8900, 265.9800) on VSS
